,sentence_para,sentence_counter,word_para,word_counter,syllable_para,syllable_counter
997,3,5,96,110,155,172
998,4,4,75,97,118,167
999,4,3,85,70,128,149
1000,3,5,67,86,129,139
1001,3,5,86,112,142,208
1002,4,4,95,92,163,164
1003,2,5,72,81,119,133
1004,3,4,58,90,108,140
1005,3,5,72,87,127,148
1006,3,6,49,123,79,198
1007,3,5,58,96,107,170
1008,3,6,78,114,125,195
1009,4,6,74,95,137,172
1010,5,5,95,115,138,193
1011,3,6,73,108,114,178
1012,3,4,62,90,119,163
1013,3,6,73,102,124,165
1014,3,4,64,94,102,149
1015,4,5,93,100,154,184
1016,4,5,75,93,131,159
1017,3,4,71,88,101,135
1018,3,6,59,110,100,181
1019,3,4,59,92,106,154
1020,4,5,90,92,159,148
1021,3,4,96,73,155,132
1022,3,8,76,155,128,245
1023,3,4,86,102,162,180
1024,4,4,58,79,101,145
1025,3,7,83,139,129,223
1026,4,5,89,117,156,213
1027,3,4,64,96,121,166
1028,2,5,37,110,59,178
1029,3,3,69,73,119,135
1030,3,5,84,128,137,225
1031,3,5,84,109,143,185
1032,3,4,68,68,116,113
1033,3,5,80,135,132,215
1034,3,5,80,83,122,154
1035,3,6,71,131,114,200
1036,3,5,54,98,106,145
1037,2,5,72,94,119,149
1038,3,4,67,78,120,151
1039,4,4,93,80,154,161
1040,3,5,65,99,110,151
1041,4,6,78,102,139,174
1042,3,5,73,119,123,208
1043,3,5,73,117,119,192
1044,3,5,72,91,117,159
1045,3,4,62,93,107,145
1046,3,5,79,96,147,159
1047,4,5,82,84,136,138
1048,3,5,67,103,135,181
1049,4,4,87,87,148,159
1050,3,5,63,91,117,159
1051,3,6,71,122,114,209
1052,2,4,59,88,98,147
1053,3,6,65,100,98,168
1054,3,7,67,132,119,225
1055,3,5,66,109,114,183
1056,3,5,55,92,90,178
1057,4,4,100,88,152,135
1058,3,4,74,98,128,172
1059,3,5,82,103,118,182
1060,3,7,72,118,120,189
1061,3,4,72,109,131,176
1062,2,5,60,101,93,173
1063,3,6,57,105,91,161
1064,3,5,49,94,83,166
1065,3,6,73,109,114,188
1066,3,5,73,121,126,216
1067,2,6,36,118,68,209
1068,2,6,67,133,112,222
1069,4,4,76,76,137,142
1070,3,5,54,94,92,157
1071,3,7,59,127,103,211
1072,3,5,85,103,141,182
1073,3,6,63,113,110,179
1074,4,4,94,99,174,161
1075,4,6,92,112,148,178
1076,3,4,83,105,147,173
1077,2,4,53,77,98,135
1078,4,5,84,98,137,151
1079,2,6,53,115,97,198
1080,3,5,80,117,134,184
1081,3,5,65,121,121,224
1082,4,4,86,92,143,152
1083,3,5,68,103,117,155
1084,3,5,75,110,135,168
1085,3,4,81,82,161,147
1086,2,5,55,118,97,197
1087,3,5,55,113,96,205
1088,3,3,68,55,121,89
1089,3,5,64,86,117,131
1090,3,6,64,127,103,238
1091,3,4,71,86,115,153
1092,4,5,78,109,143,193
1093,3,5,68,101,134,182
1094,4,6,84,125,143,189
1095,4,5,95,123,158,224
1096,4,5,85,125,135,200
1097,3,6,80,106,141,191
1098,3,6,56,136,92,222
1099,3,5,66,108,114,174
1100,3,6,77,115,150,181
1101,3,5,72,106,134,188
1102,3,5,64,103,103,160
1103,3,5,70,106,142,180
1104,4,6,90,143,147,240
1105,3,5,71,110,133,173
1106,4,5,79,118,125,189
1107,3,4,79,107,126,191
1108,4,4,80,71,138,130
1109,3,4,64,95,114,165
1110,3,6,66,140,115,234
1111,4,5,63,89,93,168
1112,3,7,62,131,103,203
1113,3,3,83,69,128,128
1114,4,5,81,117,128,189
1115,3,5,77,86,142,149
1116,5,3,119,61,178,110
1117,4,4,84,112,153,186
1118,3,5,68,110,122,199
1119,3,5,63,119,107,182
1120,4,5,83,120,136,194
1121,5,5,98,100,151,166
1122,3,3,68,77,113,130
1123,3,4,70,76,112,125
1124,3,4,64,92,115,148
1125,3,3,75,61,128,104
1126,3,5,71,91,128,155
1127,3,5,68,104,111,180
1128,4,4,105,77,168,124
1129,2,5,54,104,97,201
1130,3,5,77,87,120,148
1131,3,5,81,96,139,161
1132,3,7,59,141,107,236
1133,3,6,49,130,109,204
1134,3,4,66,104,118,181
1135,4,4,77,82,115,140
1136,3,4,67,84,112,134
1137,4,4,80,81,140,137
1138,4,4,96,113,161,208
1139,4,4,70,95,133,170
1140,2,5,45,102,79,169
1141,4,5,66,121,127,194
1142,5,4,89,111,156,192
1143,4,6,87,110,159,193
1144,4,6,66,107,113,180
1145,4,5,67,107,134,182
1146,3,6,60,108,103,182
1147,3,5,71,120,134,193
1148,3,6,77,110,128,184
1149,4,6,77,105,128,171
1150,4,5,61,110,99,188
1151,4,5,74,109,131,165
1152,3,6,64,108,111,171
1153,3,6,81,98,141,166
1154,3,5,71,89,122,148
1155,4,5,81,91,139,144
1156,4,5,87,146,128,233
1157,4,6,99,108,171,182
1158,3,5,80,89,129,170
1159,4,6,75,129,130,193
1160,3,6,77,128,134,219
1161,5,12,65,121,106,201
1162,3,4,76,86,145,150
1163,4,5,84,98,151,162
1164,4,5,74,105,136,179
1165,3,6,70,152,113,225
1166,2,5,45,112,75,174
1167,3,5,80,100,140,177
1168,3,4,66,87,102,130
1169,4,7,91,132,132,199
1170,4,5,88,115,158,193
1171,4,5,77,102,131,169
1172,4,6,96,123,158,210
1173,3,6,70,116,131,186
1174,3,5,66,104,121,173
1175,3,6,65,135,107,216
1176,3,4,71,76,130,129
1177,3,4,75,88,129,148
1178,3,4,61,103,109,179
1179,3,5,67,120,113,203
1180,3,5,70,100,109,161
1181,3,4,70,103,125,193
1182,5,6,97,109,175,186
1183,3,6,62,140,106,219
1184,3,4,82,94,142,156
1185,4,5,90,117,148,207
1186,4,5,84,102,146,169
1187,4,4,80,112,129,198
1188,3,5,70,100,122,163
1189,4,7,73,133,129,216
1190,4,5,101,124,167,176
1191,3,5,84,106,136,179
1192,3,4,60,90,105,157
1193,1,4,30,81,47,133
1194,5,5,84,117,147,218
1195,4,4,76,96,139,187
1196,3,8,82,154,120,247
1197,3,5,56,104,93,181
1198,3,4,63,90,104,161
1199,2,4,24,71,40,114
1200,4,7,77,150,135,246
1201,3,5,64,96,119,173
1202,3,4,51,81,85,138
1203,5,6,85,135,140,237
1204,4,5,71,114,127,197
1205,3,4,70,107,124,185
1206,3,3,62,47,99,88
1207,5,3,87,82,140,132
1208,3,3,64,69,112,112
1209,4,5,81,131,150,239
1210,4,4,73,87,138,140
1211,4,4,87,88,135,155
1212,5,5,91,77,137,148
1213,4,4,67,107,126,192
1214,2,4,46,85,78,156
1215,4,4,63,75,105,157
1216,2,4,57,107,104,168
1217,4,4,83,94,135,158
1218,4,3,94,62,154,101
1219,4,3,60,56,112,103
1220,4,5,68,118,101,199
1221,4,5,81,111,127,205
1222,3,4,91,75,157,134
1223,4,7,60,126,97,196
1224,1,4,17,83,26,138
1225,3,4,70,76,115,142
1226,4,5,85,100,126,172
1227,2,3,43,63,86,117
1228,4,5,63,120,79,212
1229,2,5,53,98,95,165
1230,4,6,63,110,109,192
1231,3,4,72,103,138,198
1232,3,6,57,101,95,153
1233,3,5,81,95,133,179
1234,3,3,77,58,128,93
1235,4,6,72,136,107,222
1236,3,3,77,70,133,125
1237,3,5,57,98,91,176
1238,1,5,27,99,49,205
1239,5,4,92,76,155,136
1240,3,4,68,93,107,172
1241,4,5,80,84,129,177
1242,4,8,86,167,136,267
1243,3,4,74,85,112,127
1244,3,4,75,80,122,135
1245,4,4,88,88,118,158
1246,3,6,74,128,120,218
1247,3,5,72,147,115,241
1248,4,4,68,86,114,162
1249,3,5,62,105,111,188
1250,3,5,72,104,133,177
1251,4,5,66,119,114,198
1252,3,5,61,121,103,210
1253,5,3,96,53,159,104
1254,3,4,59,80,110,142
1255,3,4,55,91,101,159
1256,3,3,90,57,168,112
1257,3,2,64,51,107,90
1258,4,7,97,144,185,233
1259,3,6,56,138,97,229
1260,3,6,61,133,109,201
1261,4,5,76,125,132,232
1262,4,5,85,122,127,185
1263,4,4,81,64,130,109
1264,4,5,74,119,139,218
1265,3,5,64,84,107,145
1266,5,5,107,117,183,213
1267,3,5,70,122,110,206
1268,3,5,39,95,75,160
1269,4,5,85,102,136,188
1270,3,5,60,103,95,174
1271,5,4,93,72,159,133
1272,4,9,83,182,133,337
1273,4,6,70,118,118,208
1274,4,3,80,67,129,113
1275,3,5,58,95,93,142
1276,4,4,69,112,119,192
1277,3,5,75,103,121,167
1278,3,6,63,113,116,203
1279,5,5,76,115,145,204
1280,4,7,77,123,122,200
1281,3,4,49,89,72,153
1282,3,5,63,78,118,145
1283,4,4,90,135,140,245
1284,2,2,20,37,28,61
1285,5,6,92,118,151,183
1286,3,4,55,75,95,128
1287,1,3,13,60,19,91
1288,2,5,26,88,44,137
1289,4,3,75,74,126,124
1290,4,4,68,78,95,131
1291,4,5,84,91,128,153
1292,5,4,88,92,150,171
1293,3,4,64,107,105,199
1294,5,5,89,101,150,161
1295,4,5,72,111,119,214
1296,3,4,61,83,94,155
1297,4,6,83,121,138,205
1298,4,5,71,98,123,176
1299,3,4,77,104,149,202
1300,3,4,73,90,121,179
1301,3,4,60,100,83,175
1302,4,5,79,118,133,181
1303,4,5,89,96,159,182
1304,3,4,50,78,80,133
1305,3,4,60,89,103,162
1306,4,4,70,83,109,143
1307,6,5,90,128,124,206
1308,3,5,62,97,103,145
1309,4,5,87,100,136,189
1310,2,7,58,145,83,222
1311,3,6,65,118,93,183
1312,3,3,62,73,96,131
1313,4,5,75,100,121,176
1314,4,6,90,110,150,192
1315,2,7,44,109,80,189
1316,2,6,44,119,67,183
1317,4,3,62,86,104,154
1318,3,5,74,96,135,170
1319,4,7,82,131,121,223
1320,3,6,66,109,115,186
1321,5,5,85,108,160,197
1322,1,6,38,152,65,268
1323,3,4,60,77,100,137
1324,4,8,83,136,122,200
1325,1,5,28,90,38,131
1326,5,4,84,78,131,145
1327,5,3,74,56,112,98
1328,5,4,100,77,175,123
1329,3,3,52,64,74,116
1330,3,4,55,92,86,153
1331,4,4,71,79,134,143
1332,3,3,72,47,122,101
1333,4,3,90,53,149,81
1334,4,4,81,85,145,158
1335,2,3,43,48,75,92
1336,2,4,34,61,63,118
1337,4,5,73,121,126,210
1338,2,4,55,91,73,145
1339,4,4,69,101,107,182
1340,4,4,74,94,122,156
1341,4,4,63,83,107,140
1342,3,5,73,158,114,261
1343,3,4,66,103,108,157
1344,3,4,60,90,104,154
1345,5,5,82,118,138,188
1346,3,4,69,102,132,182
1347,3,3,71,63,117,123
1348,3,7,55,117,96,232
1349,4,5,70,127,124,214
1350,3,3,66,81,99,132
1351,5,4,95,78,149,132
1352,3,6,65,130,106,216
1353,4,5,80,113,147,183
1354,4,4,79,66,123,101
1355,4,6,81,119,150,200
1356,3,5,61,84,111,157
1357,4,4,72,72,132,132
1358,5,4,94,107,148,182
1359,4,5,80,98,139,155
1360,4,4,83,64,116,117
1361,2,3,30,69,56,121
1362,3,3,55,62,101,95
1363,4,4,77,83,119,135
1364,5,3,87,69,127,116
1365,4,5,69,108,108,203
1366,4,4,65,86,111,147
1367,4,3,81,57,148,119
1368,3,4,69,96,120,160
1369,4,3,77,61,122,110
1370,4,4,74,105,120,173
1371,3,3,71,84,107,140
1372,2,5,44,119,72,211
1373,3,5,63,82,110,158
1374,4,5,84,130,135,208
1375,3,4,53,98,74,152
1376,3,6,62,100,93,214
1377,3,4,61,83,115,157
1378,4,3,69,84,112,151
1379,4,4,70,100,121,182
1380,4,5,79,111,139,191
1381,4,5,91,92,140,159
1382,4,6,81,133,135,219
1383,3,5,61,95,102,164
1384,3,3,41,60,64,113
1385,3,4,58,81,99,153
1386,5,6,78,108,138,196
1387,5,5,90,107,143,170
1388,4,4,63,71,98,114
1389,3,5,55,100,99,167
1390,3,4,66,71,110,121
1391,4,5,60,111,96,191
1392,3,6,83,152,148,276
1393,3,4,75,74,111,129
1394,3,6,61,144,93,221
1395,3,5,51,125,80,200
1396,5,5,91,99,156,160
1397,4,4,68,95,127,163
1398,3,3,64,119,101,153
1399,4,4,71,101,102,157
1400,2,5,33,121,50,205
1401,2,6,40,110,66,181
1402,4,5,81,106,124,163
1403,3,5,71,100,94,160
1404,3,6,65,124,113,202
1405,3,4,46,87,67,141
1406,1,4,28,76,37,114
1407,4,6,91,138,137,217
1408,2,4,35,83,50,153
1409,3,2,74,45,151,79
1410,2,4,43,74,66,124
1411,5,4,99,98,144,148
1412,4,3,70,54,117,92
1413,3,7,72,108,122,177
1414,7,4,79,90,134,148
1415,3,3,47,43,73,90
1416,3,5,75,137,102,216
1417,4,4,82,75,117,140
1418,4,4,79,87,130,150
1419,3,5,55,117,88,196
1420,3,6,69,130,126,257
1421,3,7,62,121,118,212
1422,3,6,70,115,112,207
1423,3,4,59,70,98,124
1424,3,4,55,68,104,109
1425,2,6,48,148,93,256
1426,3,3,82,49,146,93
1427,4,3,70,90,107,161
1428,4,4,80,80,136,145
1429,3,5,58,113,104,197
1430,3,3,53,53,91,92
1431,4,5,65,96,114,167
1432,4,4,67,68,120,138
1433,3,4,67,65,118,114
1434,4,4,82,77,145,140
1435,3,3,41,71,68,133
1436,3,5,60,94,118,156
1437,3,5,72,109,128,202
1438,3,5,50,117,96,218
1439,3,3,53,78,88,132
1440,3,4,71,82,126,141
1441,3,4,70,97,117,169
1442,3,3,63,67,110,112
1443,1,5,37,105,53,188
1444,3,3,55,74,87,110
1445,4,4,64,103,110,169
1446,3,4,64,86,101,152
1447,4,2,85,49,152,92
1448,3,3,58,78,99,161
1449,3,5,56,105,96,182
1450,3,4,69,88,109,164
1451,3,6,55,124,103,214
1452,4,5,63,102,112,186
1453,4,6,70,124,121,215
1454,3,4,71,85,119,146
1455,3,4,61,80,102,157
1456,3,3,70,61,138,107
1457,3,4,54,96,102,161
1458,3,6,51,133,88,218
1459,2,4,46,73,74,127
1460,4,4,91,79,165,143
1461,2,5,39,121,76,198
1462,3,5,67,95,106,168
1463,3,4,65,74,107,132
1464,4,5,69,95,118,181
1465,4,5,69,88,113,162
1466,3,4,62,66,112,118
1467,3,5,64,97,116,173
1468,4,4,72,72,144,131
1469,3,4,56,80,95,158
1470,4,4,89,90,141,146
1471,3,6,66,141,117,232
1472,4,4,73,61,130,111
1473,4,5,66,91,136,192
1474,5,5,85,89,145,160
1475,3,5,71,80,128,155
1476,4,5,89,94,148,184
1477,4,4,70,75,127,133
1478,3,5,62,116,123,212
1479,1,5,36,110,72,216
1480,3,5,68,90,112,159
1481,3,3,51,67,89,119
1482,3,5,61,93,102,150
1483,3,4,48,84,87,156
1484,3,4,62,106,120,177
1485,3,5,95,116,172,221
1486,3,5,57,93,95,151
1487,2,4,44,83,82,137
1488,3,4,64,85,126,159
1489,4,5,70,95,125,160
1490,3,5,55,90,93,157
1491,2,4,53,92,87,167
1492,2,6,63,132,121,266
1493,3,4,58,82,101,145
1494,3,6,65,125,96,208
1495,4,4,72,87,130,159
1496,4,5,78,91,138,157
1497,1,5,26,98,51,183
1498,3,4,72,82,119,159
1499,3,4,49,62,86,117
1500,4,4,75,94,104,168
1501,3,7,60,151,112,269
1502,3,4,55,79,94,133
1503,3,3,62,55,121,101
1504,4,3,96,58,166,111
1505,4,5,75,97,141,176
1506,2,5,39,86,71,171
1507,3,5,50,110,83,180
1508,3,5,52,87,85,153
1509,2,5,48,113,102,203
1510,4,3,70,48,118,74
1511,4,5,55,112,110,213
1512,3,5,64,109,110,174
1513,3,5,65,109,123,180
1514,3,6,66,101,109,191
1515,4,5,66,100,130,187
1516,3,2,71,25,122,49
1517,3,4,63,96,98,180
1518,3,4,64,74,104,132
1519,3,3,72,69,123,122
1520,3,5,70,97,112,174
1521,3,5,54,98,96,173
1522,3,4,61,103,115,181
1523,4,6,74,105,136,196
1524,3,5,59,124,102,220
1525,4,5,79,114,128,205
1526,3,5,55,95,89,183
1527,3,4,72,84,125,157
1528,4,4,83,70,139,127
1529,3,4,63,83,128,155
1530,4,3,76,54,126,97
1531,3,4,52,102,94,163
1532,3,5,73,122,127,227
1533,3,3,52,82,88,143
1534,4,3,82,66,150,129
1535,2,3,42,66,65,126
1536,4,6,62,117,110,207
1537,4,5,71,82,117,145
1538,3,3,64,62,113,111
1539,3,4,73,95,129,166
1540,5,3,75,60,141,95
1541,4,5,65,88,115,156
1542,3,5,55,95,95,189
1543,4,5,84,99,144,193
1544,4,3,86,67,140,128
1545,4,2,77,30,146,58
1546,3,5,55,111,95,198
1547,3,5,68,111,120,204
1548,2,1,56,15,90,25
1549,2,3,51,33,102,62
1550,4,5,64,93,106,154
1551,3,5,63,115,102,210
1552,3,3,71,52,123,104
1553,4,4,80,91,129,159
1554,3,6,64,111,102,231
1555,5,4,89,72,160,122
1556,3,5,56,95,100,170
1557,3,5,49,85,77,153
1558,4,6,58,129,88,219
1559,3,5,66,90,122,163
1560,3,3,56,52,95,84
1561,2,3,42,57,70,106
1562,4,5,89,128,147,213
1563,2,4,48,81,84,137
1564,4,3,78,62,131,105
1565,3,5,48,102,94,191
1566,4,6,72,109,138,199
1567,3,5,80,103,147,179
1568,4,4,72,80,119,129
1569,3,5,52,107,90,195
1570,2,4,58,80,109,133
1571,3,4,67,80,128,163
1572,3,4,71,68,111,123
1573,3,3,69,58,114,106
1574,3,5,71,102,132,179
1575,4,4,65,71,108,115
1576,3,4,61,73,111,146
1577,3,5,46,110,77,204
1578,3,5,53,90,99,161
1579,3,5,60,112,110,202
1580,5,3,84,68,143,129
1581,4,4,77,69,143,143
1582,3,4,57,87,121,153
1583,4,4,69,100,116,185
1584,3,4,57,85,92,144
1585,2,6,45,90,73,160
1586,2,4,40,97,69,177
1587,4,5,64,91,118,201
1588,2,3,50,71,101,132
1589,3,4,69,57,114,121
1590,3,4,61,84,104,139
1591,3,4,56,99,86,167
1592,2,5,49,115,77,209
1593,4,5,67,65,109,114
1594,3,4,49,82,92,144
1595,3,3,52,56,97,93
1596,4,5,72,95,124,180
1597,3,5,70,95,117,160
1598,1,5,25,85,42,151
1599,4,3,55,75,87,136
1600,3,5,60,109,106,183
1601,4,4,91,82,140,142
1602,2,4,52,73,88,141
1603,3,4,72,98,140,169
1604,4,3,79,69,132,114
1605,2,6,44,84,82,146
1606,3,4,51,98,94,154
1607,4,5,85,97,134,176
1608,3,5,59,103,104,194
1609,4,5,70,106,110,164
1610,3,3,44,54,95,106
1611,4,4,91,114,162,210
1612,3,5,62,110,104,190
1613,3,4,52,84,98,136
1614,3,5,55,120,109,227
1615,3,3,71,54,112,86
1616,3,5,64,95,105,165
1617,3,4,59,86,99,142
1618,4,3,93,58,170,114
1619,4,4,82,81,146,144
1620,3,3,69,60,109,103
1621,3,6,72,128,136,242
1622,3,5,68,100,119,168
1623,3,3,62,63,106,111
1624,3,5,59,105,113,194
1625,3,4,66,74,117,141
1626,4,5,83,124,126,210
1627,4,6,78,140,128,234
1628,3,4,58,85,89,145
1629,3,5,60,96,110,176
1630,3,3,57,84,102,161
1631,3,4,54,79,93,153
1632,4,4,65,72,108,123
1633,3,6,71,110,131,192
1634,4,4,70,97,124,173
1635,3,5,81,88,135,155
1636,3,5,60,104,99,178
1637,3,2,80,69,149,120
1638,4,3,75,74,121,125
1639,3,5,55,129,101,239
1640,3,6,66,106,113,169
1641,4,5,81,89,137,154
1642,4,4,65,79,115,157
1643,3,5,62,106,111,192
1644,4,4,74,81,130,147
1645,4,4,71,92,123,168
1646,4,5,92,117,159,211
1647,3,4,31,74,55,139
1648,3,5,59,103,100,193
1649,4,5,67,95,108,177
1650,3,5,69,95,112,175
1651,3,4,50,102,81,184
1652,3,6,65,104,107,179
1653,4,4,72,94,121,169
1654,4,5,63,84,99,145
1655,2,4,29,87,50,144
1656,4,5,69,110,131,194
1657,3,3,57,63,100,105
1658,3,5,63,91,126,189
1659,3,4,60,91,102,165
1660,3,5,83,50,157,89
1661,4,4,87,66,161,115
1662,2,5,44,104,73,167
1663,2,5,46,93,92,172
1664,1,4,23,80,43,149
1665,1,5,33,107,48,171
1666,3,5,60,89,107,150
1667,4,3,77,51,129,85
1668,4,4,72,90,125,167
1669,4,4,64,76,121,138
1670,4,3,74,75,117,136
1671,4,3,71,39,131,73
1672,3,4,68,103,129,188
1673,3,4,62,98,109,158
1674,3,6,59,119,101,207
1675,3,4,59,96,108,178
1676,4,5,71,102,131,186
1677,3,5,49,105,82,199
1678,4,5,84,105,183,206
1679,3,3,57,51,105,99
1680,5,5,82,105,135,183
1681,3,5,67,94,114,166
1682,3,4,71,86,127,163
1683,3,3,52,51,94,90
1684,3,5,59,107,108,190
1685,3,3,71,74,107,110
1686,3,4,65,93,105,148
1687,2,4,48,84,91,141
1688,4,5,68,100,115,198
1689,3,3,69,77,135,120
1690,3,6,43,114,77,189
1691,4,3,85,59,128,93
1692,4,3,67,83,110,136
1693,3,3,79,52,131,86
1694,4,5,71,96,119,197
1695,4,5,78,90,136,170
1696,4,6,62,121,101,191
1697,3,5,47,85,78,140
1698,4,4,73,75,121,141
1699,3,3,57,69,92,125
1700,3,4,66,106,113,195
1701,3,6,45,89,64,173
1702,5,3,80,72,129,120
1703,3,5,75,112,141,199
1704,3,6,72,103,124,183
1705,3,4,51,90,88,151
1706,4,6,71,105,123,189
1707,3,3,59,59,109,104
1708,3,5,63,100,101,174
1709,5,5,94,106,160,173
1710,3,7,56,114,103,191
1711,3,5,54,130,103,188
1712,4,5,81,105,134,167
1713,5,4,89,76,149,122
1714,4,5,71,99,120,162
1715,4,4,79,92,138,156
1716,5,6,74,116,128,168
1717,4,4,73,66,124,110
1718,4,5,85,120,131,226
1719,4,4,74,113,130,185
1720,3,5,66,109,107,192
1721,3,5,67,99,94,171
1722,3,6,58,115,88,180
1723,4,5,74,80,143,138
1724,4,7,57,118,103,212
1725,3,5,64,116,113,190
1726,3,6,69,97,111,158
1727,3,5,79,106,113,174
1728,4,4,82,91,137,152
1729,3,5,73,102,108,178
1730,4,6,96,126,140,188
1731,3,6,60,111,97,203
1732,5,5,72,114,106,188
1733,4,6,99,100,156,168
1734,3,5,72,103,119,175
1735,5,6,78,116,149,188
1736,3,4,68,87,113,158
1737,4,5,74,98,119,165
1738,4,5,88,83,150,138
1739,4,5,91,88,143,151
1740,3,6,61,122,105,204
1741,5,4,72,84,116,141
1742,4,5,74,85,138,138
1743,4,5,83,90,151,157
1744,4,6,62,129,96,198
1745,6,4,65,98,117,179
1746,3,4,58,83,94,151
1747,5,5,86,98,142,161
1748,3,5,75,136,127,235
1749,4,5,85,106,152,155
1750,5,3,89,70,141,132
1751,4,4,76,106,121,178
1752,6,6,87,92,154,165
1753,4,5,86,116,133,182
1754,3,5,73,96,117,161
1755,5,5,79,91,132,156
1756,4,5,86,101,131,178
1757,4,6,77,122,111,206
1758,4,5,89,102,143,167
1759,4,5,88,128,146,207
1760,4,5,86,106,148,175
1761,3,5,65,87,117,147
1762,4,5,71,101,118,176
1763,4,7,75,127,129,203
1764,4,4,73,74,117,135
1765,5,6,77,101,126,167
1766,4,5,63,91,106,153
1767,4,5,83,129,139,224
1768,4,4,73,91,134,160
1769,3,5,73,104,126,166
1770,4,4,89,93,158,147
1771,4,5,94,103,159,169
1772,3,5,69,105,125,181
1773,3,5,78,105,134,165
1774,5,3,87,68,147,116
1775,4,4,65,81,112,132
1776,4,6,67,128,120,216
1777,5,5,97,96,166,157
1778,3,5,60,112,97,188
1779,4,4,63,86,114,159
1780,4,6,93,141,155,220
1781,4,5,71,89,118,150
1782,4,4,78,79,126,142
1783,4,4,69,68,124,130
1784,5,4,103,79,178,134
1785,2,7,72,126,128,218
1786,5,4,80,120,145,185
1787,4,4,70,107,124,176
1788,3,6,70,130,123,225
1789,4,5,80,95,141,168
1790,4,5,80,107,139,182
1791,4,5,71,86,134,162
1792,5,3,99,49,170,82
1793,4,4,86,91,135,137
1794,3,5,57,112,99,165
1795,3,4,65,106,103,178
1796,3,4,69,97,107,150
1797,3,6,70,91,123,159
1798,4,5,68,84,118,152
1799,5,5,86,106,141,175
1800,3,6,58,117,94,193
1801,5,5,83,89,138,138
1802,4,3,80,72,123,131
1803,4,4,91,86,148,142
1804,3,5,61,97,91,166
1805,4,4,69,68,124,130
1806,3,5,78,95,119,153
1807,4,6,81,107,129,161
1808,3,5,61,102,105,175
1809,4,5,72,100,113,165
1810,4,5,91,101,134,165
1811,3,4,74,92,124,163
1812,3,5,65,103,102,146
1813,4,4,80,64,130,106
1814,4,5,84,107,139,201
1815,3,5,50,112,84,196
1816,3,5,68,104,112,192
1817,3,5,79,98,140,165
1818,4,6,82,117,132,186
1819,4,5,74,94,128,141
1820,3,6,93,131,145,227
1821,3,6,67,127,112,218
1822,4,5,81,103,139,181
1823,3,5,62,124,98,170
1824,5,5,92,105,168,178
1825,5,5,78,88,125,139
1826,4,6,59,89,83,158
1827,3,6,64,120,111,200
1828,4,5,71,90,128,158
1829,5,6,86,105,141,179
1830,4,4,101,78,164,142
1831,4,5,75,97,122,138
1832,4,5,90,114,152,180
1833,3,5,73,85,110,137
1834,4,6,79,133,134,209
1835,4,5,83,100,115,160
1836,2,4,56,89,84,140
1837,5,7,94,131,190,214
1838,3,7,79,110,134,169
1839,2,5,46,78,68,136
1840,4,5,78,88,126,144
1841,5,6,96,111,147,190
1842,3,5,68,89,107,155
1843,3,4,69,88,105,154
1844,5,2,99,47,149,83
1845,3,7,78,134,120,230
1846,2,5,41,110,77,176
1847,4,6,77,121,136,209
1848,5,6,79,122,153,216
1849,3,5,65,108,102,180
1850,4,3,79,55,128,108
1851,5,5,83,106,140,164
1852,4,4,71,92,124,160
1853,4,5,80,91,123,166
1854,4,5,99,94,156,166
1855,4,5,83,109,140,190
1856,4,3,87,71,151,119
1857,4,5,61,95,98,151
1858,5,5,89,112,139,175
1859,4,5,96,104,156,181
1860,4,5,86,108,142,177
1861,4,5,57,97,105,179
1862,5,6,85,120,167,204
1863,5,2,99,67,167,109
1864,2,5,36,110,64,172
1865,3,5,62,106,100,186
1866,4,4,73,88,130,135
1867,4,5,85,127,149,207
1868,3,5,58,97,91,165
1869,4,4,77,96,127,142
1870,3,5,74,121,124,188
1871,3,4,50,93,83,152
1872,5,5,91,109,166,182
1873,4,5,78,101,139,156
1874,4,3,97,66,187,115
1875,4,4,90,78,149,132
1876,4,3,61,71,105,131
1877,3,7,72,97,131,169
1878,4,5,90,113,130,179
1879,4,5,65,103,121,153
1880,4,5,74,94,135,159
1881,5,6,95,113,159,181
1882,4,5,62,97,104,169
1883,5,5,78,96,140,145
1884,4,6,73,98,122,154
1885,4,6,80,119,142,194
1886,4,3,77,38,114,74
1887,2,3,63,74,101,128
1888,4,5,84,133,126,207
1889,4,5,66,91,109,163
1890,4,5,93,88,166,141
1891,5,6,67,104,116,167
1892,3,4,82,97,130,156
1893,4,5,84,91,143,156
1894,4,3,96,72,140,114
1895,4,5,65,110,102,176
1896,5,4,79,94,135,168
1897,3,4,54,97,96,171
1898,3,7,66,83,101,134
1899,4,5,73,99,108,170
1900,5,5,91,75,147,143
1901,3,4,55,77,86,128
1902,5,4,110,93,195,152
1903,3,4,74,87,126,157
1904,4,5,96,102,161,167
1905,4,5,75,98,143,160
1906,5,3,66,69,117,114
1907,4,3,81,70,135,116
1908,3,5,72,79,122,132
1909,4,5,85,87,139,142
1910,3,5,72,81,120,128
1911,3,6,64,123,107,184
1912,4,4,59,84,95,134
1913,5,4,89,107,149,172
1914,3,6,55,132,95,213
1915,4,5,86,97,150,149
1916,3,5,71,99,109,181
1917,4,5,76,102,124,169
1918,4,6,87,120,137,199
1919,3,5,49,121,78,196
1920,4,6,85,116,163,203
1921,3,7,47,111,93,197
1922,3,5,80,104,136,180
1923,4,6,72,99,125,162
1924,3,4,72,70,117,118
1925,4,5,74,120,127,184
1926,3,6,70,122,109,202
1927,4,5,81,101,144,165
