,sentence_para,sentence_counter,word_para,word_counter,syllable_para,syllable_counter
2006,5,5,92,110,151,161
2007,5,5,83,79,143,142
2008,6,6,73,82,128,148
2009,4,4,77,79,120,153
2010,3,7,65,120,108,194
2011,4,4,96,78,161,127
2012,4,4,63,91,108,148
2013,3,4,78,70,134,127
2014,3,5,83,112,128,167
2015,3,3,78,63,120,100
2016,3,3,72,50,114,82
2017,4,3,82,68,122,122
2018,3,5,77,98,132,161
2019,5,4,74,96,128,159
2020,3,6,62,104,93,176
2021,4,5,74,102,129,191
2022,5,7,88,101,156,179
2023,5,4,84,75,129,135
2024,4,3,84,41,148,80
2025,5,3,82,59,131,117
2026,4,4,65,93,115,151
2027,5,3,98,54,177,91
2028,3,5,63,102,108,167
2029,4,5,63,118,108,213
2030,4,4,72,101,113,179
2031,3,5,49,111,79,186
2032,4,6,84,117,148,185
2033,4,4,62,78,104,132
2034,3,6,53,121,85,198
2035,3,6,74,106,113,160
2036,3,4,64,89,89,153
2037,4,4,81,83,128,134
2038,5,6,67,95,115,180
2039,3,5,72,87,114,134
2040,4,5,92,106,158,173
2041,4,4,75,97,137,161
2042,4,4,79,73,109,125
2043,4,5,81,98,136,157
2044,5,5,92,90,152,148
2045,4,4,75,89,116,129
2046,3,5,65,89,119,152
2047,4,4,71,80,121,135
2048,3,6,65,99,99,163
2049,4,6,61,135,91,191
2050,5,3,106,87,174,146
2051,4,6,74,98,122,164
2052,4,5,70,81,114,150
2053,4,6,82,137,130,221
2054,3,4,66,85,130,160
2055,4,5,76,114,118,164
2056,5,6,91,120,173,208
2057,4,5,98,107,158,168
2058,4,5,88,104,142,169
2059,4,8,79,122,128,194
2060,3,6,66,133,107,216
2061,5,4,84,94,148,160
2062,5,4,85,91,146,148
2063,4,5,85,102,153,164
2064,4,5,76,96,133,170
2065,4,5,76,95,120,155
2066,4,5,57,108,90,191
2067,4,6,93,113,143,164
2068,4,5,88,107,150,166
2069,3,6,72,145,109,222
2070,4,5,68,106,115,173
2071,4,4,89,104,141,163
2072,3,2,72,45,114,79
2073,5,5,95,87,160,139
2074,3,5,74,84,123,139
2075,4,5,76,106,144,176
2076,3,5,87,103,148,173
2077,4,4,72,102,119,169
2078,5,5,72,93,125,166
2079,3,3,61,56,99,91
2080,4,4,73,90,128,150
2081,3,3,73,58,122,100
2082,3,4,79,84,130,139
2083,3,5,71,100,110,172
2084,4,3,73,73,115,116
2085,4,6,81,114,148,202
2086,5,4,80,85,123,141
2087,4,6,103,135,160,219
2088,4,4,82,87,149,146
2089,4,7,95,148,146,238
2090,4,6,79,102,138,167
2091,4,5,79,94,109,147
2092,5,4,104,81,168,129
2093,5,6,78,113,138,189
2094,3,5,75,114,138,196
2095,4,5,75,76,129,124
2096,3,5,56,99,90,160
2097,4,6,95,100,150,172
2098,4,4,78,71,121,126
2099,3,5,69,104,105,175
2100,4,5,84,127,152,224
2101,4,5,77,93,124,165
2102,5,7,91,118,144,197
2103,3,5,61,105,108,172
2104,3,6,67,116,122,191
2105,3,4,72,70,117,118
2106,4,6,79,116,121,187
2107,3,4,71,98,107,174
2108,4,5,83,121,130,196
2109,4,7,76,145,127,233
2110,4,6,76,149,121,245
2111,4,4,72,81,119,136
2112,3,4,76,83,127,145
2113,4,4,80,76,117,145
2114,5,6,84,98,137,164
2115,4,4,68,68,114,112
2116,4,6,57,108,104,175
2117,3,5,84,96,129,162
2118,3,4,70,82,118,149
2119,4,5,69,106,111,173
2120,5,4,87,95,138,146
2121,5,3,104,60,169,121
2122,4,4,74,77,123,117
2123,3,5,75,84,138,156
2124,4,7,64,104,116,170
2125,3,6,60,94,97,161
2126,4,3,84,54,137,101
2127,2,6,46,120,81,204
2128,5,6,89,134,159,218
2129,4,4,62,89,100,141
2130,4,5,76,86,126,145
2131,4,5,62,112,114,176
2132,4,5,83,87,143,160
2133,5,4,73,96,143,157
2134,4,3,77,64,141,102
2135,3,4,60,74,115,133
2136,4,5,77,101,141,181
2137,4,5,70,96,113,160
2138,3,4,73,75,116,123
2139,5,7,76,114,128,200
2140,4,5,75,106,148,196
2141,3,3,101,72,169,107
2142,4,4,71,73,104,117
2143,4,7,73,136,116,232
2144,4,5,70,104,140,177
2145,3,5,64,106,122,187
2146,3,4,87,110,153,192
2147,5,5,85,105,133,169
2148,4,5,56,108,96,171
2149,4,5,61,101,114,171
2150,4,4,73,83,126,141
2151,4,5,64,82,111,145
2152,3,6,52,129,89,210
2153,3,5,72,84,131,136
2154,4,3,83,68,122,109
2155,3,5,63,99,113,152
2156,4,5,90,116,155,191
2157,3,6,84,140,124,243
2158,5,6,95,104,159,168
2159,4,4,76,103,134,159
2160,3,4,75,81,106,135
2161,3,3,87,75,140,124
2162,3,2,58,50,91,82
2163,4,5,66,92,100,152
2164,5,6,83,92,157,145
2165,4,8,82,100,138,179
2166,6,5,80,110,130,179
2167,3,5,79,83,132,130
2168,4,4,77,91,117,135
2169,4,5,96,124,140,182
2170,3,4,96,68,167,119
2171,3,6,64,99,102,180
2172,3,4,69,91,107,169
2173,4,5,79,98,124,175
2174,4,5,87,123,144,212
2175,4,5,74,99,132,164
2176,3,5,77,81,131,148
2177,4,4,62,82,104,167
2178,4,4,85,107,148,172
2179,3,5,64,75,106,114
2180,3,5,48,110,94,184
2181,4,4,80,75,126,125
2182,5,6,85,120,143,198
2183,3,5,65,104,105,167
2184,4,5,84,78,126,130
2185,4,6,76,103,132,190
2186,4,5,88,101,153,168
2187,4,6,73,126,105,204
2188,5,5,80,102,133,165
2189,4,6,72,122,122,186
2190,3,5,73,122,124,203
2191,4,4,64,117,111,180
2192,4,5,78,91,137,148
2193,4,7,70,126,111,196
2194,4,4,106,71,167,121
2195,4,5,109,128,162,206
2196,3,3,52,69,85,115
2197,4,6,76,124,119,208
2198,5,6,89,147,141,218
2199,4,4,77,98,142,151
2200,4,5,83,105,119,173
2201,3,4,53,70,83,124
2202,4,6,90,119,135,198
2203,3,7,70,134,114,206
2204,4,6,92,124,154,204
2205,4,6,74,131,106,204
2206,4,5,76,115,125,213
2207,4,6,75,110,135,180
2208,5,4,86,66,141,126
2209,5,4,86,89,146,153
2210,5,3,101,65,159,109
2211,5,5,100,90,146,156
2212,5,6,76,99,145,160
2213,5,4,91,93,155,161
2214,4,5,81,101,152,166
2215,2,4,37,77,60,135
2216,3,5,63,128,96,221
2217,5,5,89,85,148,146
2218,5,5,88,107,145,158
2219,4,5,58,83,92,116
2220,4,5,77,100,126,171
2221,3,5,62,107,102,183
2222,4,6,79,113,136,212
2223,4,4,90,75,150,132
2224,5,5,88,110,141,179
2225,4,5,81,87,134,137
2226,4,5,82,89,133,159
2227,4,7,85,130,137,201
2228,5,4,83,97,149,157
2229,3,6,70,126,116,210
2230,4,5,86,123,159,205
2231,4,5,87,99,143,159
2232,5,5,78,101,117,167
2233,3,4,66,81,109,141
2234,2,5,51,117,80,195
2235,4,7,86,123,146,189
2236,3,6,77,112,131,181
2237,3,4,67,82,107,134
2238,4,6,73,118,127,188
2239,4,6,93,118,152,197
2240,3,5,55,119,101,182
2241,5,6,83,97,148,170
2242,3,5,60,105,94,182
2243,4,5,66,95,123,162
2244,3,5,59,108,98,189
2245,5,5,91,91,172,155
2246,4,5,73,99,113,164
2247,4,6,84,122,148,190
2248,3,5,76,101,129,166
2249,4,6,76,127,134,187
2250,4,5,73,102,130,172
2251,4,5,69,94,112,156
2252,4,5,96,123,151,178
2253,3,5,67,84,105,161
2254,4,5,87,97,137,162
2255,4,6,80,133,127,230
2256,4,4,82,82,139,147
2257,4,5,71,110,115,186
2258,5,6,83,105,145,184
2259,3,5,62,124,91,196
2260,5,6,84,133,134,187
2261,4,4,81,72,141,115
2262,3,6,57,85,95,144
2263,4,5,83,128,129,204
2264,4,4,75,87,122,160
2265,4,5,67,89,109,147
2266,5,7,77,129,125,215
2267,3,6,51,105,105,184
2268,4,4,81,67,139,117
2269,4,5,90,110,154,181
2270,5,4,95,77,144,139
2271,3,4,61,86,104,160
2272,5,5,84,72,148,116
2273,5,5,88,74,150,138
2274,4,5,75,88,122,134
2275,4,5,82,101,135,170
2276,3,4,64,88,98,146
2277,5,6,88,114,149,179
2278,4,5,92,112,161,167
2279,3,5,58,106,104,171
2280,4,6,73,87,119,154
2281,3,5,54,85,103,150
2282,4,5,78,91,135,155
2283,4,4,80,77,122,127
2284,4,5,83,94,129,170
2285,4,3,89,54,165,94
2286,4,5,82,95,129,153
2287,3,6,65,125,113,204
2288,4,5,66,89,121,166
2289,4,5,71,102,124,174
2290,3,5,76,115,123,194
2291,4,5,88,87,149,140
2292,4,4,94,76,166,141
2293,5,4,89,96,140,178
2294,3,5,69,91,112,160
2295,4,4,81,80,133,122
2296,4,4,79,71,119,119
2297,3,5,70,86,116,150
2298,4,3,79,90,138,152
2299,4,5,86,91,147,159
2300,4,5,79,103,142,170
2301,4,5,77,109,132,192
2302,4,5,63,93,113,165
2303,4,6,74,107,110,174
2304,3,6,68,112,118,184
2305,4,5,76,106,130,177
2306,3,5,64,99,93,166
2307,4,5,86,87,142,132
2308,3,6,63,118,99,172
2309,4,5,94,98,158,170
2310,4,6,70,108,117,188
2311,4,3,79,56,138,87
2312,4,5,53,104,78,179
2313,5,7,89,131,148,215
2314,4,6,76,116,134,198
2315,3,5,57,104,99,177
2316,4,4,74,86,128,157
2317,3,6,71,105,112,180
2318,5,5,83,108,146,190
2319,3,4,84,87,141,143
2320,5,5,83,119,146,199
2321,4,4,66,78,106,132
2322,4,5,61,98,115,172
2323,3,5,88,92,155,153
2324,4,6,71,114,114,179
2325,5,6,90,100,164,181
2326,2,4,47,83,81,133
2327,5,5,92,128,144,201
2328,4,6,92,134,173,213
2329,5,5,84,84,128,154
2330,4,4,85,106,148,168
2331,3,6,57,131,104,231
2332,3,5,89,105,152,182
2333,4,6,66,142,112,233
2334,2,6,40,131,66,214
2335,5,6,67,119,127,190
2336,4,5,70,102,124,163
2337,3,5,73,108,117,177
2338,5,5,73,74,119,133
2339,4,5,81,102,131,163
2340,3,6,60,116,93,194
2341,5,5,89,119,133,202
2342,4,4,77,72,118,126
2343,3,6,71,86,107,141
2344,6,3,90,56,146,101
2345,3,4,58,66,101,107
2346,5,5,85,85,141,150
2347,4,5,76,101,138,168
2348,4,6,73,116,119,193
2349,4,4,71,99,119,158
2350,4,5,68,90,121,151
2351,4,5,70,102,110,178
2352,4,5,65,93,119,160
2353,4,4,82,76,130,138
2354,4,4,96,92,159,148
2355,3,5,58,77,81,135
2356,4,5,90,121,144,182
2357,3,6,67,118,108,191
2358,5,6,79,142,118,218
2359,3,5,71,99,112,175
2360,3,6,74,102,112,156
2361,4,3,69,98,106,161
2362,3,7,65,134,132,222
2363,4,4,67,105,118,199
2364,3,4,71,86,135,151
2365,4,5,87,69,132,123
2366,5,4,98,68,158,117
2367,3,5,68,117,118,201
2368,4,5,71,111,128,187
2369,5,6,91,125,166,185
2370,3,5,79,116,131,191
2371,4,5,80,107,129,165
2372,5,6,77,132,126,209
2373,5,5,71,102,111,157
2374,3,5,70,101,115,162
2375,5,5,78,91,136,155
2376,3,4,63,82,107,139
2377,5,3,90,62,147,108
2378,5,5,80,109,149,181
2379,5,4,72,87,133,137
2380,3,6,82,116,125,182
2381,4,5,94,104,161,168
2382,4,4,89,68,149,107
2383,4,5,64,94,99,140
2384,4,2,87,41,145,61
2385,3,6,82,135,131,207
2386,4,6,72,109,123,185
2387,3,6,59,132,97,215
2388,4,6,86,120,132,205
2389,4,6,88,104,149,184
2390,5,4,113,75,176,127
2391,4,5,69,100,119,147
2392,4,7,75,139,129,238
2393,4,6,81,110,120,188
2394,4,5,82,102,144,184
2395,6,4,100,98,166,170
2396,4,3,87,66,139,108
2397,4,5,73,88,139,157
2398,4,5,82,97,139,147
2399,4,3,85,58,144,115
2400,4,5,70,94,114,164
2401,4,5,91,103,151,163
2402,3,6,66,115,108,183
2403,5,5,91,91,172,155
2404,4,5,72,110,125,185
2405,4,6,60,122,87,194
2406,5,6,83,126,130,222
2407,4,6,76,105,130,173
2408,4,7,74,147,120,244
2409,4,5,65,89,100,144
2410,2,5,59,85,96,139
2411,4,5,79,113,127,176
2412,4,5,96,109,159,179
2413,5,5,79,106,123,188
2414,4,6,75,97,132,163
2415,4,3,87,82,137,147
2416,4,6,94,138,168,214
2417,3,5,74,120,133,201
2418,4,6,66,106,111,185
2419,6,5,105,95,167,164
2420,6,5,91,121,136,224
2421,5,6,88,115,161,182
2422,4,4,90,123,150,212
2423,4,6,64,127,103,209
2424,3,4,68,64,118,109
2425,4,5,104,83,181,144
2426,4,4,86,99,131,158
2427,4,4,51,84,96,163
2428,2,7,22,128,47,211
2429,4,5,63,94,103,151
2430,4,6,55,104,93,179
2431,5,4,89,114,149,182
2432,4,5,83,98,134,165
2433,3,6,64,109,102,183
2434,4,4,71,98,125,176
2435,4,3,81,66,132,105
2436,3,3,87,74,144,136
2437,4,6,78,131,135,211
2438,4,5,83,97,129,175
2439,5,5,85,110,136,191
2440,3,6,64,101,102,166
2441,5,5,79,107,110,177
2442,4,5,66,78,119,138
2443,3,4,57,85,93,139
2444,3,5,67,100,104,170
2445,3,5,79,98,130,168
2446,5,6,81,107,142,167
2447,5,6,86,112,148,188
2448,2,4,59,90,105,162
2449,4,4,66,96,105,151
2450,4,5,89,100,138,166
2451,5,5,89,105,141,170
2452,4,5,66,93,97,142
2453,4,4,81,94,130,154
2454,3,4,70,97,118,156
2455,3,4,54,83,97,149
2456,5,7,78,102,136,180
2457,3,3,64,77,106,133
2458,3,5,72,109,131,182
2459,3,6,65,80,113,135
2460,5,7,85,139,152,229
2461,3,4,56,90,87,137
2462,3,5,62,109,104,174
2463,3,5,71,128,113,206
2464,5,5,91,91,169,160
2465,3,5,68,126,117,224
2466,3,4,73,80,126,147
2467,4,5,74,129,116,210
2468,3,4,66,91,105,157
2469,4,6,66,130,109,209
2470,5,6,84,112,130,173
2471,4,5,80,88,126,144
2472,3,4,65,74,122,127
2473,4,4,68,93,109,159
2474,4,4,71,113,100,184
2475,4,3,72,61,114,96
2476,4,4,88,81,150,137
2477,5,5,74,105,109,145
2478,4,5,75,83,127,152
2479,3,7,53,140,96,213
2480,5,4,88,99,147,161
2481,5,5,79,97,150,163
2482,3,6,59,116,100,196
2483,5,4,90,88,155,138
2484,4,5,84,113,136,186
2485,4,3,86,50,147,83
2486,3,4,73,67,131,114
2487,3,5,63,79,103,124
2488,5,5,91,88,161,151
2489,4,6,71,130,122,204
2490,5,5,92,103,150,159
2491,4,5,82,111,142,185
2492,3,6,70,116,121,180
2493,3,6,64,126,102,215
2494,4,3,68,53,136,115
2495,5,6,86,107,145,161
2496,4,4,65,95,116,165
2497,3,4,67,69,111,128
2498,4,3,100,75,172,134
2499,3,5,65,93,102,152
2500,4,5,69,112,118,198
2501,4,5,74,116,124,199
2502,3,4,62,68,98,112
2503,4,4,60,105,107,183
2504,4,5,89,104,146,176
2505,5,5,80,85,142,150
2506,4,6,74,102,109,156
2507,5,4,86,67,138,108
2508,4,2,75,52,128,82
2509,5,5,98,89,162,149
2510,3,6,63,105,104,190
2511,3,6,59,95,99,147
2512,4,5,101,113,164,203
2513,4,5,64,109,104,190
2514,6,5,90,98,146,163
2515,5,5,79,86,141,144
2516,5,4,93,74,149,129
2517,5,5,88,94,135,174
2518,4,6,77,134,116,226
2519,2,5,66,95,110,145
2520,4,5,96,99,170,177
2521,3,5,58,116,112,200
2522,3,6,75,111,118,189
2523,3,4,74,79,124,138
2524,4,6,76,104,140,174
2525,4,5,82,107,139,185
2526,3,5,73,88,119,141
2527,5,6,71,117,119,203
2528,4,4,84,93,137,159
2529,5,4,104,85,186,142
2530,4,4,80,87,138,149
2531,3,4,62,84,104,136
2532,3,5,74,97,113,144
2533,3,3,66,52,110,93
2534,4,5,81,95,125,158
2535,5,5,95,110,153,192
2536,5,5,89,110,159,178
2537,4,7,88,140,149,221
2538,3,5,81,99,141,152
2539,3,4,72,111,113,167
2540,4,3,86,42,151,79
2541,4,6,83,104,136,167
2542,4,5,75,106,127,172
2543,4,4,67,91,114,147
2544,4,5,70,110,112,192
2545,5,6,97,121,163,210
2546,4,6,80,124,135,211
2547,4,5,87,100,150,158
2548,4,7,71,112,119,193
2549,4,5,76,112,134,219
2550,4,7,81,140,144,204
2551,5,5,78,96,140,145
2552,5,7,88,101,156,179
2553,4,4,76,74,118,137
2554,4,5,75,113,145,186
2555,5,6,73,106,117,170
2556,3,5,67,83,112,138
2557,3,6,47,136,90,215
2558,3,5,75,112,117,166
2559,3,5,80,96,140,147
2560,3,5,69,91,104,141
2561,4,4,95,60,151,112
2562,4,5,76,122,118,192
2563,3,4,59,93,111,147
2564,3,6,66,117,109,200
2565,6,4,102,66,158,113
2566,3,6,86,111,138,170
2567,5,6,72,105,129,171
2568,4,6,62,102,102,150
2569,4,3,89,80,129,150
2570,4,6,69,96,117,159
2571,3,5,87,98,140,157
2572,5,7,83,140,144,219
2573,4,6,75,104,142,162
2574,4,6,59,99,93,146
2575,4,5,82,89,138,147
2576,5,5,88,98,138,146
2577,4,6,84,152,148,232
2578,4,4,70,85,111,141
2579,3,4,56,88,102,164
2580,4,6,83,98,136,157
2581,4,3,74,61,123,104
2582,5,6,78,127,137,212
2583,4,6,82,134,134,230
2584,4,4,84,112,131,189
2585,4,5,70,108,97,178
2586,4,4,88,95,146,154
2587,4,6,70,98,123,177
2588,5,5,80,96,140,152
2589,4,5,68,79,116,138
2590,4,6,91,140,143,219
2591,4,6,77,87,132,134
2592,4,6,63,126,108,217
2593,5,4,94,79,148,125
2594,3,3,74,74,126,138
2595,7,8,77,140,124,242
2596,3,7,64,142,96,226
2597,3,5,62,86,100,138
2598,3,5,62,115,88,183
2599,5,5,81,95,138,137
2600,5,3,77,64,129,117
2601,4,3,68,73,125,116
2602,4,4,90,104,137,178
2603,3,4,70,95,105,156
2604,3,5,75,90,136,154
2605,3,5,40,106,73,183
2606,4,4,88,75,138,130
2607,5,6,89,115,150,191
2608,3,5,62,115,104,205
2609,3,4,50,73,88,130
2610,5,4,91,108,157,160
2611,4,5,74,85,110,138
2612,3,7,66,112,115,173
2613,2,6,41,125,69,197
2614,3,4,73,73,119,119
2615,4,5,63,99,108,174
2616,3,5,90,91,150,150
2617,4,6,89,117,161,190
2618,4,3,85,89,136,153
2619,3,5,88,101,176,171
2620,4,4,84,94,138,155
2621,4,4,70,95,110,143
2622,4,5,86,142,136,241
2623,3,5,75,115,112,192
2624,4,4,81,101,150,171
2625,4,5,80,101,135,169
2626,4,5,79,97,143,170
2627,4,5,94,113,165,191
2628,4,8,53,141,78,229
2629,4,6,85,97,152,173
2630,3,5,72,101,117,164
2631,4,5,68,102,119,166
2632,4,6,81,128,141,213
2633,4,4,84,88,144,141
2634,5,4,92,78,151,134
2635,2,7,47,113,73,174
2636,4,4,62,78,96,129
2637,3,5,79,108,113,180
2638,4,5,76,89,124,164
2639,3,5,84,97,126,148
2640,3,4,70,95,115,161
2641,5,5,77,111,131,180
2642,4,5,74,107,115,161
2643,5,4,91,74,166,127
2644,4,5,96,117,176,193
2645,5,5,97,110,166,187
2646,3,5,63,99,103,177
2647,3,6,77,122,138,191
2648,4,4,69,80,126,129
2649,4,5,81,91,129,151
2650,4,4,77,89,124,154
2651,4,8,100,128,177,219
2652,4,5,81,108,130,178
2653,3,4,66,94,105,172
2654,4,3,83,99,136,149
2655,5,5,85,117,133,178
2656,3,5,65,101,99,165
2657,3,5,70,99,111,183
2658,4,5,70,83,104,128
2659,6,5,84,106,144,179
2660,3,5,64,98,104,157
2661,4,3,68,82,116,145
2662,4,5,80,99,139,179
2663,4,4,74,109,112,180
2664,3,6,68,112,109,199
2665,4,5,80,94,145,168
2666,5,4,83,86,153,160
2667,3,4,66,65,110,103
2668,3,6,57,103,104,164
2669,5,4,99,82,166,152
2670,3,5,52,102,79,179
2671,4,5,75,84,128,146
2672,5,6,78,117,136,173
2673,4,5,68,117,108,202
2674,4,6,86,127,140,222
2675,3,5,67,85,112,139
2676,3,6,67,104,118,167
2677,4,6,79,129,131,219
2678,4,5,73,109,118,184
2679,4,6,91,116,138,191
2680,4,6,76,106,126,183
2681,4,5,77,82,119,144
2682,4,4,91,105,133,174
2683,5,5,75,76,129,133
2684,4,5,90,90,156,165
2685,4,5,77,113,133,182
2686,5,5,93,115,161,208
2687,2,5,48,93,77,161
2688,4,7,73,138,130,218
2689,4,5,64,105,115,178
2690,3,5,62,104,112,176
2691,3,6,85,86,131,152
2692,4,6,76,102,123,171
2693,3,5,83,115,148,191
2694,3,5,88,96,155,164
2695,4,5,76,109,114,164
2696,4,4,84,93,151,167
2697,4,5,82,102,124,162
2698,6,4,109,76,182,133
2699,3,5,74,78,117,115
2700,5,6,70,116,117,192
2701,4,4,89,121,155,194
2702,4,4,68,83,121,126
2703,3,5,60,98,92,172
2704,4,5,80,99,145,173
2705,4,4,82,103,139,168
2706,4,5,101,119,183,206
2707,3,6,61,126,95,206
2708,4,6,64,116,96,200
2709,4,6,76,102,120,170
2710,3,5,67,112,131,189
2711,4,3,89,66,131,116
2712,5,7,86,139,132,211
2713,4,5,72,88,108,126
2714,3,5,72,94,113,143
2715,4,4,74,99,133,169
2716,3,5,72,97,106,161
2717,3,5,58,97,95,165
2718,4,5,81,103,120,171
2719,4,6,76,104,120,155
2720,3,4,76,114,125,188
2721,4,5,66,111,109,184
2722,4,4,78,80,133,133
2723,5,4,92,106,124,169
2724,3,5,71,91,126,144
2725,5,5,73,99,122,172
2726,3,5,68,96,104,159
2727,4,5,71,99,128,165
2728,4,4,88,70,149,114
2729,3,4,61,79,104,137
2730,3,5,64,103,122,162
2731,3,5,76,131,131,217
2732,5,4,75,89,129,157
2733,3,6,62,112,88,176
2734,4,5,77,87,117,157
2735,2,7,47,133,81,209
2736,5,6,86,125,146,191
2737,4,5,62,84,111,135
2738,4,4,92,83,162,134
2739,5,4,89,98,135,161
2740,4,5,70,116,121,176
2741,5,6,89,102,143,172
2742,3,5,70,113,127,189
2743,4,5,70,107,107,168
2744,3,5,68,99,114,171
2745,3,5,64,118,111,184
2746,4,4,79,95,125,167
2747,4,5,83,101,150,174
2748,3,5,71,94,107,152
2749,3,4,72,103,121,178
2750,4,6,85,109,145,189
2751,5,4,86,86,130,147
2752,4,4,69,103,128,168
2753,4,5,70,79,113,142
2754,4,4,70,88,112,155
2755,4,6,85,118,121,191
2756,4,5,66,126,115,205
2757,4,5,79,95,136,159
2758,5,6,88,92,152,165
2759,4,5,74,105,133,179
2760,3,4,56,114,96,199
2761,5,4,72,112,120,179
2762,5,6,87,106,147,166
2763,4,4,67,93,97,150
2764,3,5,71,92,112,146
2765,4,5,75,107,131,192
2766,4,5,65,74,121,137
2767,4,4,93,95,148,165
2768,4,4,74,84,123,143
2769,4,4,57,94,90,152
2770,5,6,76,103,127,165
2771,3,5,76,110,111,172
2772,5,5,98,128,158,185
2773,4,5,67,92,118,155
2774,4,6,97,113,158,189
2775,4,5,88,103,156,181
2776,4,6,69,124,111,205
2777,3,4,58,79,94,150
2778,3,4,68,74,115,137
2779,3,5,66,85,108,146
2780,5,5,84,110,140,184
2781,4,4,72,97,117,154
2782,4,6,69,111,104,175
2783,4,5,79,95,139,168
2784,4,5,86,107,155,172
2785,5,4,78,94,131,138
2786,3,4,55,75,96,116
2787,4,5,71,106,125,184
2788,4,5,90,96,150,154
2789,3,4,64,74,111,133
2790,3,6,76,134,128,224
2791,4,5,74,92,137,161
2792,4,5,93,103,148,187
2793,5,6,78,105,149,164
2794,4,6,84,148,138,231
2795,4,6,66,124,109,205
2796,4,6,65,125,108,213
2797,3,6,77,110,129,188
2798,3,4,72,78,109,139
2799,4,6,80,111,147,189
2800,4,6,83,105,127,184
2801,3,5,71,96,126,175
2802,4,6,78,107,128,192
2803,4,4,96,99,151,162
2804,4,5,57,101,97,179
2805,4,6,74,115,129,178
2806,4,5,73,93,127,165
2807,5,5,87,107,147,172
2808,4,5,74,84,113,155
2809,3,5,53,122,92,190
2810,3,6,48,118,77,191
2811,5,4,91,90,152,156
2812,4,5,78,119,125,189
2813,3,4,73,94,130,174
2814,4,6,85,119,145,197
2815,4,4,80,60,146,96
2816,4,5,83,98,140,173
2817,3,6,54,139,93,214
2818,4,5,90,97,153,183
2819,4,6,85,126,154,208
2820,5,5,98,109,160,186
2821,3,4,58,90,88,147
2822,5,4,108,95,181,161
2823,4,6,84,97,127,171
2824,3,6,50,109,88,178
2825,4,4,89,72,162,118
2826,5,3,102,74,159,135
2827,4,6,61,125,97,189
2828,3,5,78,132,140,235
2829,3,4,74,84,118,139
2830,4,7,69,144,109,233
2831,3,5,60,113,114,185
2832,4,5,69,104,124,168
2833,4,5,63,109,99,179
2834,5,4,112,84,171,134
2835,3,3,74,90,117,141
2836,4,2,71,48,112,92
2837,5,5,83,91,127,164
2838,3,5,64,109,111,178
2839,4,5,78,98,133,146
2840,4,4,75,94,129,160
2841,4,5,68,108,119,192
2842,4,5,71,91,115,163
2843,3,4,87,78,141,146
2844,3,6,73,136,120,221
2845,4,6,71,146,129,231
2846,4,6,73,126,113,209
2847,4,6,75,113,116,188
2848,4,5,69,83,105,132
2849,3,5,70,101,118,161
2850,3,4,83,67,142,125
2851,3,5,66,118,122,189
2852,5,5,70,108,137,179
2853,4,5,73,98,126,160
2854,3,4,61,89,95,153
2855,4,5,79,82,134,141
2856,5,6,92,125,160,216
2857,3,4,57,109,106,183
2858,5,6,98,109,162,192
2859,5,5,91,86,145,138
2860,3,5,75,103,123,166
2861,3,5,70,94,113,155
2862,5,4,87,89,135,141
2863,4,5,89,86,151,162
2864,4,4,63,82,112,150
2865,5,4,76,83,129,125
2866,5,5,82,94,144,164
2867,3,5,89,133,162,219
2868,4,5,66,98,110,170
2869,5,6,78,106,138,185
2870,3,6,58,93,109,156
2871,5,5,81,89,131,161
2872,3,6,67,120,108,203
2873,3,5,58,102,96,184
2874,4,5,85,115,135,181
2875,4,6,81,118,134,178
2876,4,3,76,74,110,131
2877,3,5,57,116,99,192
2878,4,6,86,86,154,147
2879,4,4,72,86,127,129
2880,5,5,80,106,128,172
2881,3,4,68,90,119,132
2882,4,5,84,85,144,139
2883,3,5,60,93,102,146
2884,4,4,91,75,162,131
2885,4,4,72,93,135,184
2886,5,4,85,77,139,136
2887,3,5,65,123,105,212
2888,4,6,86,120,146,205
2889,3,6,58,110,102,181
2890,4,4,68,73,99,138
2891,4,5,86,109,138,170
2892,3,5,66,103,103,169
2893,3,6,66,129,122,205
2894,3,6,67,87,112,152
2895,5,3,95,68,144,132
2896,4,6,84,126,139,210
2897,4,6,71,103,118,190
2898,4,5,91,103,158,160
2899,4,7,72,129,126,214
2900,4,4,82,77,130,125
2901,3,4,64,80,111,144
2902,4,5,70,94,114,168
2903,4,6,69,122,122,195
2904,4,5,69,108,108,165
2905,4,6,94,139,171,233
2906,4,5,74,104,111,166
2907,3,5,69,88,111,145
2908,3,6,59,111,111,205
2909,4,4,86,77,145,129
2910,4,5,81,103,121,168
2911,4,5,70,93,126,154
2912,3,6,70,114,117,194
2913,4,6,75,93,134,162
2914,3,4,81,67,137,114
2915,5,5,70,89,128,152
2916,4,5,80,106,129,186
2917,4,5,81,83,122,133
2918,3,6,70,123,127,215
2919,4,5,73,118,120,200
2920,3,6,75,125,124,201
2921,4,7,44,131,70,214
2922,4,5,64,86,109,130
2923,5,6,74,105,146,181
2924,3,4,72,98,122,154
2925,4,6,63,127,106,205
2926,4,6,83,95,139,160
2927,4,3,78,59,132,103
2928,4,5,67,75,108,137
2929,4,5,86,109,153,175
2930,5,5,81,106,145,184
2931,4,5,88,108,146,179
2932,3,4,67,77,115,127
2933,4,6,67,134,122,208
2934,4,6,84,115,132,200
2935,3,6,65,113,108,182
